Year,State,Age Group,Total Blood Donations
2016,W.P. Kuala Lumpur,25-29,8537
2016,W.P. Kuala Lumpur,30-34,6577
2016,W.P. Kuala Lumpur,35-39,4809
2016,W.P. Kuala Lumpur,40-44,3175
2016,W.P. Kuala Lumpur,45-49,1959
2016,W.P. Kuala Lumpur,50-54,1140
2016,W.P. Kuala Lumpur,55-59,534
2016,W.P. Kuala Lumpur,60-64,36
2016,W.P. Kuala Lumpur,other,3
2017,Johor,17-24,4933
2017,Johor,25-29,1869
2017,Johor,30-34,1504
2017,Johor,35-39,1266
2017,Johor,40-44,931
2017,Johor,45-49,639
2017,Johor,50-54,401
2017,Johor,55-59,211
2017,Johor,60-64,28
2017,Johor,other,7
2017,Kedah,17-24,10007
2017,Kedah,25-29,2086
2017,Kedah,30-34,1700
2017,Kedah,35-39,1361
2017,Kedah,40-44,943
2017,Kedah,45-49,619
2017,Kedah,50-54,415
2017,Kedah,55-59,210
2017,Kedah,60-64,14
2017,Kedah,other,10
2017,Kelantan,17-24,2
2017,Kelantan,25-29,1
2017,Kelantan,30-34,2
2017,Kelantan,35-39,1
2017,Kelantan,40-44,0
2017,Kelantan,45-49,1
2017,Kelantan,50-54,0
2017,Kelantan,55-59,0
2017,Kelantan,60-64,0
2017,Kelantan,other,0
2017,Melaka,17-24,5334
2017,Melaka,25-29,1150
2017,Melaka,30-34,884
2017,Melaka,35-39,730
2017,Melaka,40-44,522
2017,Melaka,45-49,370
2017,Melaka,50-54,262
2017,Melaka,55-59,122
2017,Melaka,60-64,11
2017,Melaka,other,2
2017,Negeri Sembilan,17-24,2459
2017,Negeri Sembilan,25-29,713
2017,Negeri Sembilan,30-34,568
2017,Negeri Sembilan,35-39,553
2017,Negeri Sembilan,40-44,429
2017,Negeri Sembilan,45-49,304
2017,Negeri Sembilan,50-54,205
2017,Negeri Sembilan,55-59,116
2017,Negeri Sembilan,60-64,15
2017,Negeri Sembilan,other,5
2017,Pahang,17-24,2021
2017,Pahang,25-29,347
2017,Pahang,30-34,345
2017,Pahang,35-39,280
2017,Pahang,40-44,198
2017,Pahang,45-49,162
2017,Pahang,50-54,111
2017,Pahang,55-59,46
2017,Pahang,60-64,6
2017,Pahang,other,1
2017,Perak,17-24,7991
2017,Perak,25-29,1504
2017,Perak,30-34,1302
2017,Perak,35-39,1104
2017,Perak,40-44,787
2017,Perak,45-49,617
2017,Perak,50-54,390
2017,Perak,55-59,204
2017,Perak,60-64,18
2017,Perak,other,43
2017,Pulau Pinang,17-24,5135
2017,Pulau Pinang,25-29,1854
2017,Pulau Pinang,30-34,1570
2017,Pulau Pinang,35-39,1414
2017,Pulau Pinang,40-44,1037
2017,Pulau Pinang,45-49,695
2017,Pulau Pinang,50-54,288
2017,Pulau Pinang,55-59,97
2017,Pulau Pinang,60-64,4
2017,Pulau Pinang,other,13
2017,Sabah,17-24,4642
2017,Sabah,25-29,2012
2017,Sabah,30-34,1725
2017,Sabah,35-39,1392
2017,Sabah,40-44,986
2017,Sabah,45-49,705
2017,Sabah,50-54,493
2017,Sabah,55-59,266
2017,Sabah,60-64,22
2017,Sabah,other,10
2017,Sarawak,17-24,3337
2017,Sarawak,25-29,1370
2017,Sarawak,30-34,1038
2017,Sarawak,35-39,884
2017,Sarawak,40-44,686
2017,Sarawak,45-49,483
2017,Sarawak,50-54,307
2017,Sarawak,55-59,160
2017,Sarawak,60-64,18
2017,Sarawak,other,3
2017,Selangor,17-24,3621
2017,Selangor,25-29,1308
2017,Selangor,30-34,1091
2017,Selangor,35-39,946
2017,Selangor,40-44,591
2017,Selangor,45-49,407
2017,Selangor,50-54,234
2017,Selangor,55-59,103
2017,Selangor,60-64,7
2017,Selangor,other,7
2017,Terengganu,17-24,3854
2017,Terengganu,25-29,579
2017,Terengganu,30-34,423
2017,Terengganu,35-39,335
2017,Terengganu,40-44,210
2017,Terengganu,45-49,175
2017,Terengganu,50-54,109
2017,Terengganu,55-59,63
2017,Terengganu,60-64,3
2017,Terengganu,other,5
2017,W.P. Kuala Lumpur,17-24,22479
2017,W.P. Kuala Lumpur,25-29,7867
2017,W.P. Kuala Lumpur,30-34,6403
2017,W.P. Kuala Lumpur,35-39,4993
2017,W.P. Kuala Lumpur,40-44,3298
2017,W.P. Kuala Lumpur,45-49,1985
2017,W.P. Kuala Lumpur,50-54,1191
2017,W.P. Kuala Lumpur,55-59,567
2017,W.P. Kuala Lumpur,60-64,44
2017,W.P. Kuala Lumpur,other,6
2018,Johor,17-24,4431
2018,Johor,25-29,1889
2018,Johor,30-34,1642
2018,Johor,35-39,1403
2018,Johor,40-44,1051
2018,Johor,45-49,712
2018,Johor,50-54,443
2018,Johor,55-59,217
2018,Johor,60-64,29
2018,Johor,other,45
2018,Kedah,17-24,9471
2018,Kedah,25-29,1917
2018,Kedah,30-34,1794
2018,Kedah,35-39,1449
2018,Kedah,40-44,976
2018,Kedah,45-49,676
2018,Kedah,50-54,436
2018,Kedah,55-59,209
2018,Kedah,60-64,22
2018,Kedah,other,5
2018,Kelantan,17-24,4605
2018,Kelantan,25-29,678
2018,Kelantan,30-34,566
2018,Kelantan,35-39,490
2018,Kelantan,40-44,348
2018,Kelantan,45-49,241
2018,Kelantan,50-54,176
2018,Kelantan,55-59,78
2018,Kelantan,60-64,7
2018,Kelantan,other,1
2018,Melaka,17-24,4648
2018,Melaka,25-29,1121
2018,Melaka,30-34,843
2018,Melaka,35-39,798
2018,Melaka,40-44,511
2018,Melaka,45-49,356
2018,Melaka,50-54,230
2018,Melaka,55-59,124
2018,Melaka,60-64,9
2018,Melaka,other,15
2018,Negeri Sembilan,17-24,2493
2018,Negeri Sembilan,25-29,595
2018,Negeri Sembilan,30-34,484
2018,Negeri Sembilan,35-39,459
2018,Negeri Sembilan,40-44,333
2018,Negeri Sembilan,45-49,243
2018,Negeri Sembilan,50-54,153
2018,Negeri Sembilan,55-59,78
2018,Negeri Sembilan,60-64,10
2018,Negeri Sembilan,other,16
2018,Pahang,17-24,1089
2018,Pahang,25-29,316
2018,Pahang,30-34,246
2018,Pahang,35-39,231
2018,Pahang,40-44,177
2018,Pahang,45-49,132
2018,Pahang,50-54,103
2018,Pahang,55-59,41
2018,Pahang,60-64,7
2018,Pahang,other,0
2018,Perak,17-24,7609
2018,Perak,25-29,1500
2018,Perak,30-34,1431
2018,Perak,35-39,1279
2018,Perak,40-44,882
2018,Perak,45-49,633
2018,Perak,50-54,425
2018,Perak,55-59,203
2018,Perak,60-64,17
2018,Perak,other,16
2018,Pulau Pinang,17-24,4695
2018,Pulau Pinang,25-29,1731
2018,Pulau Pinang,30-34,1580
2018,Pulau Pinang,35-39,1463
2018,Pulau Pinang,40-44,1035
2018,Pulau Pinang,45-49,700
2018,Pulau Pinang,50-54,285
2018,Pulau Pinang,55-59,100
2018,Pulau Pinang,60-64,7
2018,Pulau Pinang,other,6
2018,Sabah,17-24,3928
2018,Sabah,25-29,1784
2018,Sabah,30-34,1585
2018,Sabah,35-39,1358
2018,Sabah,40-44,963
2018,Sabah,45-49,679
2018,Sabah,50-54,432
2018,Sabah,55-59,246
2018,Sabah,60-64,18
2018,Sabah,other,15
2018,Sarawak,17-24,3311
2018,Sarawak,25-29,1398
2018,Sarawak,30-34,1089
2018,Sarawak,35-39,899
2018,Sarawak,40-44,696
2018,Sarawak,45-49,561
2018,Sarawak,50-54,320
2018,Sarawak,55-59,161
2018,Sarawak,60-64,20
2018,Sarawak,other,5
2018,Selangor,17-24,3452
2018,Selangor,25-29,1233
2018,Selangor,30-34,1034
2018,Selangor,35-39,925
2018,Selangor,40-44,607
2018,Selangor,45-49,456
2018,Selangor,50-54,231
2018,Selangor,55-59,87
2018,Selangor,60-64,4
2018,Selangor,other,18
2018,Terengganu,17-24,4483
2018,Terengganu,25-29,618
2018,Terengganu,30-34,450
2018,Terengganu,35-39,401
2018,Terengganu,40-44,279
2018,Terengganu,45-49,188
2018,Terengganu,50-54,121
2018,Terengganu,55-59,51
2018,Terengganu,60-64,8
2018,Terengganu,other,6
2018,W.P. Kuala Lumpur,17-24,23120
2018,W.P. Kuala Lumpur,25-29,8419
2018,W.P. Kuala Lumpur,30-34,6624
2018,W.P. Kuala Lumpur,35-39,5557
2018,W.P. Kuala Lumpur,40-44,3659
2018,W.P. Kuala Lumpur,45-49,2300
2018,W.P. Kuala Lumpur,50-54,1307
2018,W.P. Kuala Lumpur,55-59,689
2018,W.P. Kuala Lumpur,60-64,53
2018,W.P. Kuala Lumpur,other,3
2019,Johor,17-24,4894
2019,Johor,25-29,2099
2019,Johor,30-34,1744
2019,Johor,35-39,1670
2019,Johor,40-44,1211
2019,Johor,45-49,840
2019,Johor,50-54,544
2019,Johor,55-59,278
2019,Johor,60-64,39
2019,Johor,other,57
2019,Kedah,17-24,6196
2019,Kedah,25-29,1251
2019,Kedah,30-34,1068
2019,Kedah,35-39,958
2019,Kedah,40-44,692
2019,Kedah,45-49,468
2019,Kedah,50-54,280
2019,Kedah,55-59,151
2019,Kedah,60-64,9
2019,Kedah,other,15
2019,Kelantan,17-24,2472
2019,Kelantan,25-29,464
2019,Kelantan,30-34,420
2019,Kelantan,35-39,396
2019,Kelantan,40-44,318
2019,Kelantan,45-49,203
2019,Kelantan,50-54,137
2019,Kelantan,55-59,67
2019,Kelantan,60-64,6
2019,Kelantan,other,1
2019,Melaka,17-24,4222
2019,Melaka,25-29,1105
2019,Melaka,30-34,878
2019,Melaka,35-39,819
2019,Melaka,40-44,496
2019,Melaka,45-49,327
2019,Melaka,50-54,204
2019,Melaka,55-59,127
2019,Melaka,60-64,12
2019,Melaka,other,21
2019,Negeri Sembilan,17-24,2352
2019,Negeri Sembilan,25-29,695
2019,Negeri Sembilan,30-34,600
2019,Negeri Sembilan,35-39,502
2019,Negeri Sembilan,40-44,389
2019,Negeri Sembilan,45-49,249
2019,Negeri Sembilan,50-54,174
2019,Negeri Sembilan,55-59,94
2019,Negeri Sembilan,60-64,6
2019,Negeri Sembilan,other,10
2019,Pahang,17-24,2874
2019,Pahang,25-29,891
2019,Pahang,30-34,874
2019,Pahang,35-39,869
2019,Pahang,40-44,551
2019,Pahang,45-49,433
2019,Pahang,50-54,315
2019,Pahang,55-59,189
2019,Pahang,60-64,22
2019,Pahang,other,0
2019,Perak,17-24,6288
2019,Perak,25-29,1287
2019,Perak,30-34,1172
2019,Perak,35-39,1086
2019,Perak,40-44,756
2019,Perak,45-49,521
2019,Perak,50-54,348
2019,Perak,55-59,188
2019,Perak,60-64,8
2019,Perak,other,9
2019,Pulau Pinang,17-24,3991
2019,Pulau Pinang,25-29,1698
2019,Pulau Pinang,30-34,1432
2019,Pulau Pinang,35-39,1350
2019,Pulau Pinang,40-44,1022
2019,Pulau Pinang,45-49,693
2019,Pulau Pinang,50-54,355
2019,Pulau Pinang,55-59,166
2019,Pulau Pinang,60-64,4
2019,Pulau Pinang,other,8
2019,Sabah,17-24,3426
2019,Sabah,25-29,2010
2019,Sabah,30-34,1665
2019,Sabah,35-39,1735
2019,Sabah,40-44,1174
2019,Sabah,45-49,873
2019,Sabah,50-54,763
2019,Sabah,55-59,365
2019,Sabah,60-64,48
2019,Sabah,other,13
2019,Sarawak,17-24,3049
2019,Sarawak,25-29,1256
2019,Sarawak,30-34,1122
2019,Sarawak,35-39,1000
2019,Sarawak,40-44,732
2019,Sarawak,45-49,518
2019,Sarawak,50-54,314
2019,Sarawak,55-59,179
2019,Sarawak,60-64,11
2019,Sarawak,other,5
2019,Selangor,17-24,3098
2019,Selangor,25-29,1294
2019,Selangor,30-34,1046
2019,Selangor,35-39,921
2019,Selangor,40-44,652
2019,Selangor,45-49,413
2019,Selangor,50-54,243
2019,Selangor,55-59,103
2019,Selangor,60-64,6
2019,Selangor,other,16
2019,Terengganu,17-24,3681
2019,Terengganu,25-29,565
2019,Terengganu,30-34,415
2019,Terengganu,35-39,405
2019,Terengganu,40-44,222
2019,Terengganu,45-49,173
2019,Terengganu,50-54,101
2019,Terengganu,55-59,52
2019,Terengganu,60-64,9
2019,Terengganu,other,1
2019,W.P. Kuala Lumpur,17-24,24662
2019,W.P. Kuala Lumpur,25-29,8485
2019,W.P. Kuala Lumpur,30-34,6131
2019,W.P. Kuala Lumpur,35-39,5445
2019,W.P. Kuala Lumpur,40-44,3556
2019,W.P. Kuala Lumpur,45-49,2273
2019,W.P. Kuala Lumpur,50-54,1252
2019,W.P. Kuala Lumpur,55-59,646
2019,W.P. Kuala Lumpur,60-64,51
2019,W.P. Kuala Lumpur,other,3
2020,Johor,17-24,3884
2020,Johor,25-29,2037
2020,Johor,30-34,1695
2020,Johor,35-39,1504
2020,Johor,40-44,1119
2020,Johor,45-49,759
2020,Johor,50-54,516
2020,Johor,55-59,276
2020,Johor,60-64,25
2020,Johor,other,2
2020,Kedah,17-24,2139
2020,Kedah,25-29,693
2020,Kedah,30-34,580
2020,Kedah,35-39,498
2020,Kedah,40-44,298
2020,Kedah,45-49,199
2020,Kedah,50-54,129
2020,Kedah,55-59,102
2020,Kedah,60-64,4
2020,Kedah,other,5
2020,Kelantan,17-24,1720
2020,Kelantan,25-29,665
2020,Kelantan,30-34,521
2020,Kelantan,35-39,437
2020,Kelantan,40-44,279
2020,Kelantan,45-49,176
2020,Kelantan,50-54,121
2020,Kelantan,55-59,71
2020,Kelantan,60-64,6
2020,Kelantan,other,2
2020,Melaka,17-24,2702
2020,Melaka,25-29,1135
2020,Melaka,30-34,720
2020,Melaka,35-39,724
2020,Melaka,40-44,485
2020,Melaka,45-49,267
2020,Melaka,50-54,176
2020,Melaka,55-59,108
2020,Melaka,60-64,8
2020,Melaka,other,1
2020,Negeri Sembilan,17-24,1477
2020,Negeri Sembilan,25-29,691
2020,Negeri Sembilan,30-34,547
2020,Negeri Sembilan,35-39,519
2020,Negeri Sembilan,40-44,344
2020,Negeri Sembilan,45-49,229
2020,Negeri Sembilan,50-54,146
2020,Negeri Sembilan,55-59,83
2020,Negeri Sembilan,60-64,2
2020,Negeri Sembilan,other,2
2020,Pahang,17-24,2554
2020,Pahang,25-29,1051
2020,Pahang,30-34,841
2020,Pahang,35-39,807
2020,Pahang,40-44,543
2020,Pahang,45-49,350
2020,Pahang,50-54,231
2020,Pahang,55-59,127
2020,Pahang,60-64,8
2020,Pahang,other,2
2020,Perak,17-24,3463
2020,Perak,25-29,1436
2020,Perak,30-34,1198
2020,Perak,35-39,1084
2020,Perak,40-44,667
2020,Perak,45-49,426
2020,Perak,50-54,386
2020,Perak,55-59,185
2020,Perak,60-64,10
2020,Perak,other,1
2020,Pulau Pinang,17-24,2250
2020,Pulau Pinang,25-29,1274
2020,Pulau Pinang,30-34,1063
2020,Pulau Pinang,35-39,1059
2020,Pulau Pinang,40-44,771
2020,Pulau Pinang,45-49,516
2020,Pulau Pinang,50-54,315
2020,Pulau Pinang,55-59,153
2020,Pulau Pinang,60-64,12
2020,Pulau Pinang,other,1
2020,Sabah,17-24,2605
2020,Sabah,25-29,1591
2020,Sabah,30-34,1560
2020,Sabah,35-39,1430
2020,Sabah,40-44,1011
2020,Sabah,45-49,703
2020,Sabah,50-54,814
2020,Sabah,55-59,231
2020,Sabah,60-64,21
2020,Sabah,other,1
2020,Sarawak,17-24,1994
2020,Sarawak,25-29,1222
2020,Sarawak,30-34,1016
2020,Sarawak,35-39,894
2020,Sarawak,40-44,650
2020,Sarawak,45-49,440
2020,Sarawak,50-54,274
2020,Sarawak,55-59,169
2020,Sarawak,60-64,14
2020,Sarawak,other,3
2020,Selangor,17-24,2336
2020,Selangor,25-29,1218
2020,Selangor,30-34,919
2020,Selangor,35-39,765
2020,Selangor,40-44,509
2020,Selangor,45-49,349
2020,Selangor,50-54,217
2020,Selangor,55-59,76
2020,Selangor,60-64,4
2020,Selangor,other,1
2020,Terengganu,17-24,1989
2020,Terengganu,25-29,732
2020,Terengganu,30-34,499
2020,Terengganu,35-39,509
2020,Terengganu,40-44,350
2020,Terengganu,45-49,218
2020,Terengganu,50-54,93
2020,Terengganu,55-59,72
2020,Terengganu,60-64,4
2020,Terengganu,other,0
2020,W.P. Kuala Lumpur,17-24,12020
2020,W.P. Kuala Lumpur,25-29,6895
2020,W.P. Kuala Lumpur,30-34,4998
2020,W.P. Kuala Lumpur,35-39,4231
2020,W.P. Kuala Lumpur,40-44,2792
2020,W.P. Kuala Lumpur,45-49,1873
2020,W.P. Kuala Lumpur,50-54,1084
2020,W.P. Kuala Lumpur,55-59,549
2020,W.P. Kuala Lumpur,60-64,48
2020,W.P. Kuala Lumpur,other,1
2021,Johor,17-24,2609
2021,Johor,25-29,1788
2021,Johor,30-34,1383
2021,Johor,35-39,1399
2021,Johor,40-44,995
2021,Johor,45-49,618
2021,Johor,50-54,468
2021,Johor,55-59,231
2021,Johor,60-64,24
2021,Johor,other,6
2021,Kedah,17-24,1950
2021,Kedah,25-29,600
2021,Kedah,30-34,515
2021,Kedah,35-39,539
2021,Kedah,40-44,372
2021,Kedah,45-49,260
2021,Kedah,50-54,179
2021,Kedah,55-59,109
2021,Kedah,60-64,11
2021,Kedah,other,0
2021,Kelantan,17-24,1209
2021,Kelantan,25-29,467
2021,Kelantan,30-34,345
2021,Kelantan,35-39,325
2021,Kelantan,40-44,194
2021,Kelantan,45-49,173
2021,Kelantan,50-54,96
2021,Kelantan,55-59,44
2021,Kelantan,60-64,5
2021,Kelantan,other,0
2021,Melaka,17-24,2038
2021,Melaka,25-29,937
2021,Melaka,30-34,660
2021,Melaka,35-39,636
2021,Melaka,40-44,447
2021,Melaka,45-49,313
2021,Melaka,50-54,208
2021,Melaka,55-59,99
2021,Melaka,60-64,6
2021,Melaka,other,0
2021,Negeri Sembilan,17-24,882
2021,Negeri Sembilan,25-29,578
2021,Negeri Sembilan,30-34,442
2021,Negeri Sembilan,35-39,432
2021,Negeri Sembilan,40-44,300
2021,Negeri Sembilan,45-49,161
2021,Negeri Sembilan,50-54,96
2021,Negeri Sembilan,55-59,46
2021,Negeri Sembilan,60-64,5
2021,Negeri Sembilan,other,1
2021,Pahang,17-24,1713
2021,Pahang,25-29,780
2021,Pahang,30-34,640
2021,Pahang,35-39,671
2021,Pahang,40-44,476
2021,Pahang,45-49,274
2021,Pahang,50-54,166
2021,Pahang,55-59,82
2021,Pahang,60-64,6
2021,Pahang,other,0
2021,Perak,17-24,2914
2021,Perak,25-29,1381
2021,Perak,30-34,1057
2021,Perak,35-39,1161
2021,Perak,40-44,697
2021,Perak,45-49,440
2021,Perak,50-54,295
2021,Perak,55-59,179
2021,Perak,60-64,6
2021,Perak,other,0
2021,Pulau Pinang,17-24,1794
2021,Pulau Pinang,25-29,1103
2021,Pulau Pinang,30-34,920
2021,Pulau Pinang,35-39,824
2021,Pulau Pinang,40-44,719
2021,Pulau Pinang,45-49,488
2021,Pulau Pinang,50-54,259
2021,Pulau Pinang,55-59,139
2021,Pulau Pinang,60-64,7
2021,Pulau Pinang,other,2
2021,Sabah,17-24,1739
2021,Sabah,25-29,1292
2021,Sabah,30-34,1042
2021,Sabah,35-39,977
2021,Sabah,40-44,844
2021,Sabah,45-49,532
2021,Sabah,50-54,416
2021,Sabah,55-59,183
2021,Sabah,60-64,21
2021,Sabah,other,4
2021,Sarawak,17-24,1977
2021,Sarawak,25-29,1177
2021,Sarawak,30-34,913
2021,Sarawak,35-39,825
2021,Sarawak,40-44,572
2021,Sarawak,45-49,398
2021,Sarawak,50-54,263
2021,Sarawak,55-59,145
2021,Sarawak,60-64,11
2021,Sarawak,other,1
2021,Selangor,17-24,1283
2021,Selangor,25-29,844
2021,Selangor,30-34,672
2021,Selangor,35-39,595
2021,Selangor,40-44,364
2021,Selangor,45-49,234
2021,Selangor,50-54,180
2021,Selangor,55-59,77
2021,Selangor,60-64,3
2021,Selangor,other,1
2021,Terengganu,17-24,1711
2021,Terengganu,25-29,564
2021,Terengganu,30-34,401
2021,Terengganu,35-39,349
2021,Terengganu,40-44,277
2021,Terengganu,45-49,178
2021,Terengganu,50-54,139
2021,Terengganu,55-59,71
2021,Terengganu,60-64,6
2021,Terengganu,other,1
2021,W.P. Kuala Lumpur,17-24,10288
2021,W.P. Kuala Lumpur,25-29,6439
2021,W.P. Kuala Lumpur,30-34,4519
2021,W.P. Kuala Lumpur,35-39,3922
2021,W.P. Kuala Lumpur,40-44,2745
2021,W.P. Kuala Lumpur,45-49,1612
2021,W.P. Kuala Lumpur,50-54,971
2021,W.P. Kuala Lumpur,55-59,499
2021,W.P. Kuala Lumpur,60-64,31
2021,W.P. Kuala Lumpur,other,0
2022,Johor,17-24,3084
2022,Johor,25-29,1871
2022,Johor,30-34,1462
2022,Johor,35-39,1280
2022,Johor,40-44,1101
2022,Johor,45-49,686
2022,Johor,50-54,543
2022,Johor,55-59,247
2022,Johor,60-64,32
2022,Johor,other,5
2022,Kedah,17-24,3081
2022,Kedah,25-29,469
2022,Kedah,30-34,402
2022,Kedah,35-39,395
2022,Kedah,40-44,324
2022,Kedah,45-49,209
2022,Kedah,50-54,146
2022,Kedah,55-59,69
2022,Kedah,60-64,4
2022,Kedah,other,2
2022,Kelantan,17-24,2035
2022,Kelantan,25-29,532
2022,Kelantan,30-34,399
2022,Kelantan,35-39,421
2022,Kelantan,40-44,335
2022,Kelantan,45-49,259
2022,Kelantan,50-54,154
2022,Kelantan,55-59,94
2022,Kelantan,60-64,9
2022,Kelantan,other,0
2022,Melaka,17-24,3285
2022,Melaka,25-29,996
2022,Melaka,30-34,678
2022,Melaka,35-39,609
2022,Melaka,40-44,472
2022,Melaka,45-49,292
2022,Melaka,50-54,235
2022,Melaka,55-59,134
2022,Melaka,60-64,21
2022,Melaka,other,2
2022,Negeri Sembilan,17-24,1461
2022,Negeri Sembilan,25-29,561
2022,Negeri Sembilan,30-34,411
2022,Negeri Sembilan,35-39,402
2022,Negeri Sembilan,40-44,314
2022,Negeri Sembilan,45-49,181
2022,Negeri Sembilan,50-54,134
2022,Negeri Sembilan,55-59,72
2022,Negeri Sembilan,60-64,4
2022,Negeri Sembilan,other,0
2022,Pahang,17-24,3221
2022,Pahang,25-29,736
2022,Pahang,30-34,663
2022,Pahang,35-39,622
2022,Pahang,40-44,443
2022,Pahang,45-49,277
2022,Pahang,50-54,179
2022,Pahang,55-59,100
2022,Pahang,60-64,12
2022,Pahang,other,1
2022,Perak,17-24,5090
2022,Perak,25-29,1543
2022,Perak,30-34,1067
2022,Perak,35-39,1139
2022,Perak,40-44,785
2022,Perak,45-49,514
2022,Perak,50-54,435
2022,Perak,55-59,215
2022,Perak,60-64,15
2022,Perak,other,0
2022,Pulau Pinang,17-24,2213
2022,Pulau Pinang,25-29,1398
2022,Pulau Pinang,30-34,1097
2022,Pulau Pinang,35-39,987
2022,Pulau Pinang,40-44,773
2022,Pulau Pinang,45-49,490
2022,Pulau Pinang,50-54,354
2022,Pulau Pinang,55-59,175
2022,Pulau Pinang,60-64,4
2022,Pulau Pinang,other,1
2022,Sabah,17-24,2692
2022,Sabah,25-29,1319
2022,Sabah,30-34,1177
2022,Sabah,35-39,1215
2022,Sabah,40-44,944
2022,Sabah,45-49,625
2022,Sabah,50-54,554
2022,Sabah,55-59,241
2022,Sabah,60-64,23
2022,Sabah,other,2
2022,Sarawak,17-24,1991
2022,Sarawak,25-29,1194
2022,Sarawak,30-34,993
2022,Sarawak,35-39,888
2022,Sarawak,40-44,695
2022,Sarawak,45-49,474
2022,Sarawak,50-54,322
2022,Sarawak,55-59,197
2022,Sarawak,60-64,12
2022,Sarawak,other,1
2022,Selangor,17-24,1991
2022,Selangor,25-29,1106
2022,Selangor,30-34,804
2022,Selangor,35-39,730
2022,Selangor,40-44,644
2022,Selangor,45-49,405
2022,Selangor,50-54,274
2022,Selangor,55-59,117
2022,Selangor,60-64,5
2022,Selangor,other,0
2022,Terengganu,17-24,3147
2022,Terengganu,25-29,545
2022,Terengganu,30-34,393
2022,Terengganu,35-39,381
2022,Terengganu,40-44,351
2022,Terengganu,45-49,172
2022,Terengganu,50-54,139
2022,Terengganu,55-59,70
2022,Terengganu,60-64,8
2022,Terengganu,other,0
2022,W.P. Kuala Lumpur,17-24,15896
2022,W.P. Kuala Lumpur,25-29,6682
2022,W.P. Kuala Lumpur,30-34,4862
2022,W.P. Kuala Lumpur,35-39,4286
2022,W.P. Kuala Lumpur,40-44,3432
2022,W.P. Kuala Lumpur,45-49,2283
2022,W.P. Kuala Lumpur,50-54,1394
2022,W.P. Kuala Lumpur,55-59,734
2022,W.P. Kuala Lumpur,60-64,56
2022,W.P. Kuala Lumpur,other,0
2023,Johor,17-24,2689
2023,Johor,25-29,1748
2023,Johor,30-34,1476
2023,Johor,35-39,1307
2023,Johor,40-44,1078
2023,Johor,45-49,725
2023,Johor,50-54,609
2023,Johor,55-59,246
2023,Johor,60-64,23
2023,Johor,other,4
2023,Kedah,17-24,2766
2023,Kedah,25-29,482
2023,Kedah,30-34,378
2023,Kedah,35-39,371
2023,Kedah,40-44,330
2023,Kedah,45-49,188
2023,Kedah,50-54,142
2023,Kedah,55-59,70
2023,Kedah,60-64,1
2023,Kedah,other,1
2023,Kelantan,17-24,2538
2023,Kelantan,25-29,542
2023,Kelantan,30-34,392
2023,Kelantan,35-39,465
2023,Kelantan,40-44,367
2023,Kelantan,45-49,270
2023,Kelantan,50-54,177
2023,Kelantan,55-59,100
2023,Kelantan,60-64,8
2023,Kelantan,other,2
2023,Melaka,17-24,3321
2023,Melaka,25-29,801
2023,Melaka,30-34,588
2023,Melaka,35-39,447
2023,Melaka,40-44,352
2023,Melaka,45-49,258
2023,Melaka,50-54,177
2023,Melaka,55-59,70
2023,Melaka,60-64,8
2023,Melaka,other,0
2023,Negeri Sembilan,17-24,1311
2023,Negeri Sembilan,25-29,515
2023,Negeri Sembilan,30-34,386
2023,Negeri Sembilan,35-39,410
2023,Negeri Sembilan,40-44,312
2023,Negeri Sembilan,45-49,224
2023,Negeri Sembilan,50-54,132
2023,Negeri Sembilan,55-59,83
2023,Negeri Sembilan,60-64,3
2023,Negeri Sembilan,other,0
2023,Pahang,17-24,2804
2023,Pahang,25-29,588
2023,Pahang,30-34,561
2023,Pahang,35-39,631
2023,Pahang,40-44,469
2023,Pahang,45-49,274
2023,Pahang,50-54,193
2023,Pahang,55-59,63
2023,Pahang,60-64,9
2023,Pahang,other,2
2023,Perak,17-24,5005
2023,Perak,25-29,1204
2023,Perak,30-34,815
2023,Perak,35-39,960
2023,Perak,40-44,699
2023,Perak,45-49,473
2023,Perak,50-54,370
2023,Perak,55-59,222
2023,Perak,60-64,13
2023,Perak,other,0
2023,Pulau Pinang,17-24,2346
2023,Pulau Pinang,25-29,1592
2023,Pulau Pinang,30-34,1076
2023,Pulau Pinang,35-39,1005
2023,Pulau Pinang,40-44,748
2023,Pulau Pinang,45-49,528
2023,Pulau Pinang,50-54,382
2023,Pulau Pinang,55-59,163
2023,Pulau Pinang,60-64,7
2023,Pulau Pinang,other,0
2023,Sabah,17-24,2880
2023,Sabah,25-29,1304
2023,Sabah,30-34,1252
2023,Sabah,35-39,1257
2023,Sabah,40-44,1015
2023,Sabah,45-49,670
2023,Sabah,50-54,655
2023,Sabah,55-59,277
2023,Sabah,60-64,25
2023,Sabah,other,5
2023,Sarawak,17-24,1974
2023,Sarawak,25-29,1081
2023,Sarawak,30-34,955
2023,Sarawak,35-39,919
2023,Sarawak,40-44,672
2023,Sarawak,45-49,472
2023,Sarawak,50-54,328
2023,Sarawak,55-59,199
2023,Sarawak,60-64,17
2023,Sarawak,other,1
2023,Selangor,17-24,1948
2023,Selangor,25-29,1201
2023,Selangor,30-34,876
2023,Selangor,35-39,740
2023,Selangor,40-44,620
2023,Selangor,45-49,429
2023,Selangor,50-54,270
2023,Selangor,55-59,129
2023,Selangor,60-64,7
2023,Selangor,other,2
