Date,Blood Type,Donations
2022-10-26,a,386
2022-10-27,a,331
2022-10-28,a,230
2022-10-29,a,494
2022-10-30,a,685
2022-10-31,a,231
2022-11-01,a,225
2022-11-02,a,398
2022-11-03,a,382
2022-11-04,a,191
2022-11-05,a,466
2022-11-06,a,676
2022-11-07,a,288
2022-11-08,a,312
2022-11-09,a,377
2022-11-10,a,438
2022-11-11,a,200
2022-11-12,a,627
2022-11-13,a,660
2022-11-14,a,256
2022-11-15,a,355
2022-11-16,a,392
2022-11-17,a,290
2022-11-18,a,199
2022-11-19,a,62
2022-11-20,a,376
2022-11-21,a,176
2022-11-22,a,316
2022-11-23,a,365
2022-11-24,a,421
2022-11-25,a,299
2022-11-26,a,374
2022-11-27,a,618
2022-11-28,a,217
2022-11-29,a,378
2022-11-30,a,377
2022-12-01,a,343
2022-12-02,a,246
2022-12-03,a,489
2022-12-04,a,805
2022-12-05,a,239
2022-12-06,a,394
2022-12-07,a,326
2022-12-08,a,325
2022-12-09,a,285
2022-12-10,a,474
2022-12-11,a,675
2022-12-12,a,305
2022-12-13,a,373
2022-12-14,a,406
2022-12-15,a,333
2022-12-16,a,265
2022-12-17,a,556
2022-12-18,a,618
2022-12-19,a,214
2022-12-20,a,433
2022-12-21,a,427
2022-12-22,a,354
2022-12-23,a,240
2022-12-24,a,355
2022-12-25,a,520
2022-12-26,a,414
2022-12-27,a,284
2022-12-28,a,430
2022-12-29,a,314
2022-12-30,a,325
2022-12-31,a,441
2023-01-01,a,705
2023-01-02,a,412
2023-01-03,a,215
2023-01-04,a,381
2023-01-05,a,368
2023-01-06,a,277
2023-01-07,a,452
2023-01-08,a,691
2023-01-09,a,208
2023-01-10,a,343
2023-01-11,a,435
2023-01-12,a,365
2023-01-13,a,251
2023-01-14,a,479
2023-01-15,a,683
2023-01-16,a,239
2023-01-17,a,393
2023-01-18,a,391
2023-01-19,a,381
2023-01-20,a,245
2023-01-21,a,324
2023-01-22,a,245
2023-01-23,a,310
2023-01-24,a,305
2023-01-25,a,294
2023-01-26,a,355
2023-01-27,a,202
2023-01-28,a,429
2023-01-29,a,595
2023-01-30,a,220
2023-01-31,a,333
2023-02-01,a,437
2023-02-02,a,383
2023-02-03,a,173
2023-02-04,a,560
2023-02-05,a,823
2023-02-06,a,321
2023-02-07,a,269
2023-02-08,a,304
2023-02-09,a,381
2023-02-10,a,242
2023-02-11,a,630
2023-02-12,a,694
2023-02-13,a,175
2023-02-14,a,308
2023-02-15,a,367
2023-02-16,a,445
2023-02-17,a,334
2023-02-18,a,579
2023-02-19,a,738
2023-02-20,a,254
2023-02-21,a,390
2023-02-22,a,329
2023-02-23,a,428
2023-02-24,a,212
2023-02-25,a,518
2023-02-26,a,811
2023-02-27,a,284
2023-02-28,a,391
2023-03-01,a,271
2023-03-02,a,348
2023-03-03,a,221
2023-03-04,a,515
2023-03-05,a,767
2023-03-06,a,263
2023-03-07,a,415
2023-03-08,a,475
2023-03-09,a,399
2023-03-10,a,368
2023-03-11,a,539
2023-03-12,a,896
2023-03-13,a,366
2023-03-14,a,410
2023-03-15,a,463
2023-03-16,a,506
2023-03-17,a,315
2023-03-18,a,674
2023-03-19,a,841
2023-03-20,a,400
2023-03-21,a,571
2023-03-22,a,539
2023-03-23,a,174
2023-03-24,a,177
2023-03-25,a,343
2023-03-26,a,578
2023-03-27,a,139
2023-03-28,a,232
2023-03-29,a,235
2023-03-30,a,267
2023-03-31,a,255
2023-04-01,a,418
2023-04-02,a,618
2023-04-03,a,168
2023-04-04,a,205
2023-04-05,a,199
2023-04-06,a,283
2023-04-07,a,252
2023-04-08,a,434
2023-04-09,a,847
2023-04-10,a,180
2023-04-11,a,318
2023-04-12,a,274
2023-04-13,a,243
2023-04-14,a,184
2023-04-15,a,410
2023-04-16,a,732
2023-04-17,a,229
2023-04-18,a,228
2023-04-19,a,248
2023-04-20,a,183
2023-04-21,a,55
2023-04-22,a,1
2023-04-23,a,69
2023-04-24,a,212
2023-04-25,a,247
2023-04-26,a,284
2023-04-27,a,317
2023-04-28,a,261
2023-04-29,a,426
2023-04-30,a,685
2023-05-01,a,1037
2023-05-02,a,159
2023-05-03,a,295
2023-05-04,a,787
2023-05-05,a,228
2023-05-06,a,457
2023-05-07,a,765
2023-05-08,a,259
2023-05-09,a,347
2023-05-10,a,384
2023-05-11,a,353
2023-05-12,a,284
2023-05-13,a,477
2023-05-14,a,650
2023-05-15,a,228
2023-05-16,a,315
2023-05-17,a,342
2023-05-18,a,314
2023-05-19,a,285
2023-05-20,a,523
2023-05-21,a,818
2023-05-22,a,254
2023-05-23,a,311
2023-05-24,a,374
2023-05-25,a,286
2023-05-26,a,235
2023-05-27,a,472
2023-05-28,a,641
2023-05-29,a,267
2023-05-30,a,358
2023-05-31,a,377
2023-06-01,a,306
2023-06-02,a,240
2023-06-03,a,407
2023-06-04,a,684
2023-06-05,a,453
2023-06-06,a,283
2023-06-07,a,397
2023-06-08,a,423
2023-06-09,a,299
2023-06-10,a,493
2023-06-11,a,973
2023-06-12,a,305
2023-06-13,a,422
2023-06-14,a,842
2023-06-15,a,396
2023-06-16,a,583
2023-06-17,a,681
2023-06-18,a,945
2023-06-19,a,268
2023-06-20,a,364
2023-06-21,a,499
2023-06-22,a,401
2023-06-23,a,319
2023-06-24,a,693
2023-06-25,a,714
2023-06-26,a,317
2023-06-27,a,351
2023-06-28,a,199
2023-06-29,a,108
2023-06-30,a,141
2023-07-01,a,404
2023-07-02,a,665
2023-07-03,a,239
2023-07-04,a,338
2023-07-05,a,396
2023-07-06,a,409
2023-07-07,a,256
2023-07-08,a,495
2023-07-09,a,774
2023-07-10,a,269
2023-07-11,a,329
2023-07-12,a,373
2023-07-13,a,304
2023-07-14,a,241
2023-07-15,a,502
2023-07-16,a,695
2023-07-17,a,197
2023-07-18,a,414
2023-07-19,a,348
2023-07-20,a,291
2023-07-21,a,196
2023-07-22,a,528
2023-07-23,a,647
2023-07-24,a,198
2023-07-25,a,366
2023-07-26,a,321
2023-07-27,a,259
2023-07-28,a,268
2023-07-29,a,409
2023-07-30,a,598
2023-07-31,a,218
2023-08-01,a,288
2023-08-02,a,304
2023-08-03,a,278
2023-08-04,a,284
2023-08-05,a,537
2023-08-06,a,710
2023-08-07,a,221
2023-08-08,a,322
2023-08-09,a,351
2023-08-10,a,339
2023-08-11,a,193
2023-08-12,a,306
2023-08-13,a,746
2023-08-14,a,239
2023-08-15,a,410
2023-08-16,a,459
2023-08-17,a,394
2023-08-18,a,227
2023-08-19,a,454
2023-08-20,a,784
2023-08-21,a,221
2023-08-22,a,328
2023-08-23,a,384
2023-08-24,a,439
2023-08-25,a,195
2023-08-26,a,462
2023-08-27,a,587
2023-08-28,a,276
2023-08-29,a,323
2023-08-30,a,306
2023-08-31,a,724
2023-09-01,a,165
2023-09-02,a,328
2023-09-03,a,663
2023-09-04,a,193
2023-09-05,a,296
2023-09-06,a,369
2023-09-07,a,348
2023-09-08,a,153
2023-09-09,a,432
2023-09-10,a,702
2023-09-11,a,246
2023-09-12,a,344
2023-09-13,a,415
2023-09-14,a,374
2023-09-15,a,220
2023-09-16,a,676
2023-09-17,a,783
2023-09-18,a,314
2023-09-19,a,429
2023-09-20,a,348
2023-09-21,a,472
2023-09-22,a,201
2023-09-23,a,498
2023-09-24,a,689
2023-09-25,a,260
2023-09-26,a,316
2023-09-27,a,372
2023-09-28,a,430
2023-09-29,a,172
2023-09-30,a,408
2023-10-01,a,668
2023-10-02,a,170
2023-10-03,a,283
2023-10-04,a,393
2023-10-05,a,322
2023-10-06,a,241
2023-10-07,a,473
2023-10-08,a,656
2023-10-09,a,217
2023-10-10,a,259
2023-10-11,a,364
2023-10-12,a,430
2023-10-13,a,169
2023-10-14,a,527
2023-10-15,a,714
2023-10-16,a,278
2023-10-17,a,281
2023-10-18,a,468
2023-10-19,a,410
2023-10-20,a,187
2023-10-21,a,513
2023-10-22,a,534
2023-10-23,a,225
2023-10-24,a,268
2023-10-25,a,309
2023-10-26,a,385
2023-10-27,a,204
2023-10-28,a,527
2023-10-29,a,786
2023-10-30,a,211
2023-10-31,a,391
2023-11-01,a,440
2023-11-02,a,426
2023-11-03,a,170
2023-11-04,a,553
2023-11-05,a,729
2023-11-06,a,199
2023-11-07,a,440
2023-11-08,a,351
2023-11-09,a,327
2023-11-10,a,155
2023-11-11,a,627
2023-11-12,a,540
2023-11-13,a,316
2023-11-14,a,253
2023-11-15,a,406
2023-11-16,a,374
2023-11-17,a,223
2023-11-18,a,421
2023-11-19,a,718
2023-11-20,a,243
2023-11-21,a,330
2023-11-22,a,305
2023-11-23,a,346
2023-11-24,a,188
2023-11-25,a,490
2023-11-26,a,656
2023-11-27,a,210
2023-11-28,a,265
2023-11-29,a,309
2023-11-30,a,293
2023-12-01,a,204
2023-12-02,a,395
2023-12-03,a,644
2023-12-04,a,213
2023-12-05,a,263
2023-12-06,a,363
2023-12-07,a,413
2023-12-08,a,186
2023-12-09,a,462
2023-12-10,a,723
2023-12-11,a,318
2023-12-12,a,301
2023-12-13,a,399
2023-12-14,a,365
2023-12-15,a,199
2023-12-16,a,411
2023-12-17,a,631
2023-12-18,a,230
2023-12-19,a,330
2023-12-20,a,406
2023-12-21,a,281
2023-12-22,a,233
2023-12-23,a,341
2023-12-24,a,450
2023-12-25,a,420
2023-12-26,a,243
2023-12-27,a,335
2023-12-28,a,374
2023-12-29,a,314
2023-12-30,a,500
2023-12-31,a,659
2024-01-01,a,548
2024-01-02,a,230
2024-01-03,a,292
2024-01-04,a,309
2024-01-05,a,238
2024-01-06,a,503
2024-01-07,a,721
2024-01-08,a,263
2024-01-09,a,320
2024-01-10,a,291
2024-01-11,a,380
2024-01-12,a,278
2024-01-13,a,516
2024-01-14,a,750
2024-01-15,a,262
2024-01-16,a,336
2024-01-17,a,409
2024-01-18,a,377
2024-01-19,a,254
2024-01-20,a,451
2024-01-21,a,657
2024-01-22,a,186
2024-01-23,a,322
2024-01-24,a,339
2024-01-25,a,647
2024-01-26,a,193
2024-01-27,a,421
2024-01-28,a,636
2024-01-29,a,228
2024-01-30,a,275
2024-01-31,a,358
2024-02-01,a,355
2024-02-02,a,199
2024-02-03,a,542
2024-02-04,a,555
2024-02-05,a,242
2024-02-06,a,369
2024-02-07,a,404
2024-02-08,a,425
2024-02-09,a,245
2024-02-10,a,336
2024-02-11,a,297
2024-02-12,a,327
2024-02-13,a,373
2024-02-14,a,488
2024-02-15,a,335
2024-02-16,a,280
2024-02-17,a,452
2024-02-18,a,595
2024-02-19,a,289
2024-02-20,a,396
2024-02-21,a,412
2024-02-22,a,433
2024-02-23,a,242
2024-02-24,a,499
2024-02-25,a,693
2024-02-26,a,294
2024-02-27,a,398
2024-02-28,a,413
2024-02-29,a,529
2024-03-01,a,376
2024-03-02,a,591
2024-03-03,a,826
2024-03-04,a,391
2024-03-05,a,420
2024-03-06,a,519
2024-03-07,a,581
2024-03-08,a,411
2024-03-09,a,620
2024-03-10,a,927
2024-03-11,a,471
2024-03-12,a,83
2024-03-13,a,209
2024-03-14,a,214
2024-03-15,a,196
2024-03-16,a,408
2024-03-17,a,812
2024-03-18,a,171
2024-03-19,a,260
2024-03-20,a,291
2024-03-21,a,285
2024-03-22,a,261
2024-03-23,a,420
2024-03-24,a,700
2024-03-25,a,178
2024-03-26,a,300
2024-03-27,a,288
2024-03-28,a,351
2024-03-29,a,319
2024-03-30,a,428
2024-03-31,a,594
2024-04-01,a,260
2024-04-02,a,275
2024-04-03,a,239
2024-04-04,a,282
2024-04-05,a,257
2024-04-06,a,540
2024-04-07,a,805
2024-04-08,a,185
2024-04-09,a,124
2024-04-10,a,0
2024-04-11,a,42
2024-04-12,a,194
2024-04-13,a,349
2024-04-14,a,662
2024-04-15,a,231
2024-04-16,a,315
2024-04-17,a,375
2024-04-18,a,321
2024-04-19,a,243
2024-04-20,a,554
2024-04-21,a,1015
2024-04-22,a,230
2024-04-23,a,272
2024-04-24,a,352
2024-04-25,a,361
2024-04-26,a,242
2024-04-27,a,597
2024-04-28,a,865
2024-04-29,a,282
2024-04-30,a,325
2024-05-01,a,1066
2024-05-02,a,208
2024-05-03,a,209
2024-05-04,a,557
2024-05-05,a,726
2024-05-06,a,206
2024-05-07,a,389
2024-05-08,a,453
2024-05-09,a,356
2024-05-10,a,305
2024-05-11,a,578
2024-05-12,a,745
2024-05-13,a,283
2024-05-14,a,406
2024-05-15,a,436
2024-05-16,a,378
2024-05-17,a,374
2024-05-18,a,442
2024-05-19,a,666
2024-05-20,a,259
2024-05-21,a,360
2024-05-22,a,823
2024-05-23,a,366
2024-05-24,a,270
2024-05-25,a,473
2024-05-26,a,603
2024-05-27,a,266
2024-05-28,a,312
2024-05-29,a,304
2024-05-30,a,404
2024-05-31,a,275
2024-06-01,a,363
2024-06-02,a,586
2024-06-03,a,397
2024-06-04,a,260
2024-06-05,a,400
2024-06-06,a,475
2024-06-07,a,247
2024-06-08,a,515
2024-06-09,a,828
2024-06-10,a,241
2024-06-11,a,393
2024-06-12,a,364
2024-06-13,a,383
2024-06-14,a,439
2024-06-15,a,548
2024-06-16,a,453
2024-06-17,a,101
2024-06-18,a,190
2024-06-19,a,374
2024-06-20,a,342
2024-06-21,a,304
2024-06-22,a,484
2024-06-23,a,821
2024-06-24,a,269
2024-06-25,a,368
2024-06-26,a,413
2024-06-27,a,280
2024-06-28,a,186
2024-06-29,a,472
2024-06-30,a,719
2024-07-01,a,198
2024-07-02,a,349
2024-07-03,a,361
2024-07-04,a,282
2024-07-05,a,221
2024-07-06,a,592
2024-07-07,a,586
2024-07-08,a,306
2024-07-09,a,276
2024-07-10,a,355
2024-07-11,a,311
2024-07-12,a,333
2024-07-13,a,479
2024-07-14,a,860
2024-07-15,a,347
2024-07-16,a,271
2024-07-17,a,353
2024-07-18,a,359
2024-07-19,a,223
2024-07-20,a,406
2024-07-21,a,703
2024-07-22,a,340
2024-07-23,a,289
2024-07-24,a,382
2024-07-25,a,392
2024-07-26,a,266
2024-07-27,a,485
2024-07-28,a,627
2024-07-29,a,195
2024-07-30,a,314
2024-07-31,a,274
2024-08-01,a,309
2024-08-02,a,323
2024-08-03,a,482
2024-08-04,a,602
2024-08-05,a,220
2024-08-06,a,426
2024-08-07,a,355
2024-08-08,a,451
2024-08-09,a,167
2024-08-10,a,461
2024-08-11,a,700
2024-08-12,a,300
2024-08-13,a,365
2024-08-14,a,311
2024-08-15,a,360
2024-08-16,a,223
2024-08-17,a,408
2024-08-18,a,757
2024-08-19,a,213
2024-08-20,a,300
2024-08-21,a,443
2024-08-22,a,393
2024-08-23,a,228
2024-08-24,a,616
2024-08-25,a,688
2024-08-26,a,184
2024-08-27,a,289
2024-08-28,a,361
2024-08-29,a,366
2024-08-30,a,251
2024-08-31,a,728
2024-09-01,a,651
2024-09-02,a,193
2024-09-03,a,360
2024-09-04,a,318
2024-09-05,a,357
2024-09-06,a,267
2024-09-07,a,604
2024-09-08,a,790
2024-09-09,a,266
2024-09-10,a,292
2024-09-11,a,438
2024-09-12,a,433
2024-09-13,a,291
2024-09-14,a,341
2024-09-15,a,560
2024-09-16,a,597
2024-09-17,a,267
2024-09-18,a,283
2024-09-19,a,298
2024-09-20,a,173
2024-09-21,a,431
2024-09-22,a,745
2024-09-23,a,241
2024-09-24,a,359
2024-09-25,a,381
2024-09-26,a,374
2024-09-27,a,249
2024-09-28,a,498
2024-09-29,a,748
2024-09-30,a,228
2024-10-01,a,345
2024-10-02,a,354
2024-10-03,a,428
2024-10-04,a,229
2024-10-05,a,515
2024-10-06,a,685
2024-10-07,a,224
2024-10-08,a,270
2024-10-09,a,323
2024-10-10,a,420
2024-10-11,a,187
2024-10-12,a,429
2024-10-13,a,723
2024-10-14,a,233
2024-10-15,a,303
2024-10-16,a,389
2024-10-17,a,425
2024-10-18,a,293
2024-10-19,a,511
2024-10-20,a,788
2024-10-21,a,350
2024-10-22,a,460
2024-10-23,a,441
2024-10-24,a,398
2024-10-25,a,231
2024-10-26,a,458
2024-10-27,a,608
2024-10-28,a,305
2024-10-29,a,272
2024-10-30,a,331
2024-10-31,a,546
2024-11-01,a,238
2024-11-02,a,372
2024-11-03,a,704
2024-11-04,a,195
2024-11-05,a,299
2024-11-06,a,392
2024-11-07,a,217
2024-11-08,a,238
2024-11-09,a,540
2024-11-10,a,698
2024-11-11,a,239
2024-11-12,a,283
2024-11-13,a,387
2024-11-14,a,419
2024-11-15,a,215
2024-11-16,a,704
2024-11-17,a,752
2024-11-18,a,309
2024-11-19,a,409
2024-11-20,a,365
2024-11-21,a,362
2024-11-22,a,214
2024-11-23,a,454
2024-11-24,a,664
2024-11-25,a,212
2024-11-26,a,415
2024-11-27,a,371
2024-11-28,a,353
2024-11-29,a,195
2024-11-30,a,498
2024-12-01,a,632
2024-12-02,a,214
2024-12-03,a,357
2024-12-04,a,388
2024-12-05,a,461
2024-12-06,a,227
2024-12-07,a,501
2024-12-08,a,666
2024-12-09,a,226
2024-12-10,a,319
2024-12-11,a,489
2024-12-12,a,479
2024-12-13,a,195
2024-12-14,a,439
2024-12-15,a,742
2024-12-16,a,200
2024-12-17,a,308
2024-12-18,a,465
2024-12-19,a,385
2024-12-20,a,204
2024-12-21,a,430
2024-12-22,a,642
2024-12-23,a,241
2024-12-24,a,294
2024-12-25,a,496
2024-12-26,a,273
2024-12-27,a,261
2024-12-28,a,475
2024-12-29,a,686
2024-12-30,a,285
2024-12-31,a,414
2010-01-01,b,185
2010-01-02,b,159
2010-01-03,b,329
2010-01-04,b,142
2010-01-05,b,288
2010-01-06,b,332
2010-01-07,b,331
2010-01-08,b,262
2010-01-09,b,380
2010-01-10,b,523
2010-01-11,b,434
2010-01-12,b,441
2010-01-13,b,507
2010-01-14,b,393
2010-01-15,b,205
2010-01-16,b,355
2010-01-17,b,291
2010-01-18,b,319
2010-01-19,b,354
2010-01-20,b,610
2010-01-21,b,675
2010-01-22,b,464
2010-01-23,b,318
2010-01-24,b,410
2010-01-25,b,352
2010-01-26,b,297
2010-01-27,b,371
2010-01-28,b,354
2010-01-29,b,245
2010-01-30,b,631
2010-01-31,b,282
2010-02-01,b,221
2010-02-02,b,327
2010-02-03,b,568
2010-02-04,b,567
2010-02-05,b,176
2010-02-06,b,467
2010-02-07,b,335
2010-02-08,b,389
2010-02-09,b,362
2010-02-10,b,381
2010-02-11,b,499
2010-02-12,b,149
2010-02-13,b,213
2010-02-14,b,80
2010-02-15,b,113
2010-02-16,b,94
2010-02-17,b,287
2010-02-18,b,333
2010-02-19,b,143
2010-02-20,b,251
2010-02-21,b,198
2010-02-22,b,256
2010-02-23,b,351
2010-02-24,b,503
2010-02-25,b,288
2010-02-26,b,157
2010-02-27,b,703
2010-02-28,b,322
2010-03-01,b,184
2010-03-02,b,317
2010-03-03,b,319
2010-03-04,b,291
2010-03-05,b,213
2010-03-06,b,352
2010-03-07,b,376
2010-03-08,b,260
2010-03-09,b,517
2010-03-10,b,472
2010-03-11,b,426
2010-03-12,b,229
2010-03-13,b,222
2010-03-14,b,570
2010-03-15,b,281
2010-03-16,b,333
2010-03-17,b,336
2010-03-18,b,234
2010-03-19,b,242
2010-03-20,b,219
2010-03-21,b,537
2010-03-22,b,124
2010-03-23,b,286
2010-03-24,b,423
2010-03-25,b,356
2010-03-26,b,299
2010-03-27,b,306
2010-03-28,b,355
2010-03-29,b,273
2010-03-30,b,291
2010-03-31,b,314
2010-04-01,b,373
2010-04-02,b,174
2010-04-03,b,179
2010-04-04,b,337
2010-04-05,b,163
2010-04-06,b,223
2010-04-07,b,336
2010-04-08,b,487
2010-04-09,b,119
2010-04-10,b,208
2010-04-11,b,541
2010-04-12,b,189
2010-04-13,b,252
2010-04-14,b,331
2010-04-15,b,388
2010-04-16,b,174
2010-04-17,b,306
2010-04-18,b,491
2010-04-19,b,154
2010-04-20,b,308
2010-04-21,b,252
2010-04-22,b,403
2010-04-23,b,193
2010-04-24,b,235
2010-04-25,b,392
2010-04-26,b,169
2010-04-27,b,223
2010-04-28,b,265
2010-04-29,b,384
2010-04-30,b,132
2010-05-01,b,615
2010-05-02,b,259
2010-05-03,b,137
2010-05-04,b,209
2010-05-05,b,236
2010-05-06,b,357
2010-05-07,b,139
2010-05-08,b,381
2010-05-09,b,364
2010-05-10,b,121
2010-05-11,b,166
2010-05-12,b,199
2010-05-13,b,303
2010-05-14,b,167
2010-05-15,b,281
2010-05-16,b,361
2010-05-17,b,140
2010-05-18,b,302
2010-05-19,b,382
2010-05-20,b,333
2010-05-21,b,292
2010-05-22,b,655
2010-05-23,b,276
2010-05-24,b,962
2010-05-25,b,266
2010-05-26,b,286
2010-05-27,b,253
2010-05-28,b,551
2010-05-29,b,222
2010-05-30,b,321
2010-05-31,b,186
2010-06-01,b,119
2010-06-02,b,382
2010-06-03,b,315
2010-06-04,b,331
2010-06-05,b,223
2010-06-06,b,277
2010-06-07,b,160
2010-06-08,b,222
2010-06-09,b,186
2010-06-10,b,258
2010-06-11,b,156
2010-06-12,b,217
2010-06-13,b,473
2010-06-14,b,207
2010-06-15,b,203
2010-06-16,b,309
2010-06-17,b,347
2010-06-18,b,174
2010-06-19,b,214
2010-06-20,b,471
2010-06-21,b,145
2010-06-22,b,132
2010-06-23,b,313
2010-06-24,b,345
2010-06-25,b,253
2010-06-26,b,307
2010-06-27,b,394
2010-06-28,b,219
2010-06-29,b,300
2010-06-30,b,321
2010-07-01,b,189
2010-07-02,b,59
2010-07-03,b,308
2010-07-04,b,399
2010-07-05,b,160
2010-07-06,b,278
2010-07-07,b,259
2010-07-08,b,282
2010-07-09,b,139
2010-07-10,b,285
2010-07-11,b,425
2010-07-12,b,156
2010-07-13,b,338
2010-07-14,b,352
2010-07-15,b,429
2010-07-16,b,318
2010-07-17,b,271
2010-07-18,b,436
2010-07-19,b,251
2010-07-20,b,277
2010-07-21,b,436
2010-07-22,b,402
2010-07-23,b,212
2010-07-24,b,313
2010-07-25,b,411
2010-07-26,b,362
2010-07-27,b,459
2010-07-28,b,444
2010-07-29,b,570
2010-07-30,b,366
2010-07-31,b,497
2010-08-01,b,316
2010-08-02,b,350
2010-08-03,b,687
2010-08-04,b,507
2010-08-05,b,473
2010-08-06,b,429
2010-08-07,b,507
2010-08-08,b,754
2010-08-09,b,342
2010-08-10,b,330
2010-08-11,b,93
2010-08-12,b,67
2010-08-13,b,142
2010-08-14,b,84
2010-08-15,b,471
2010-08-16,b,78
2010-08-17,b,134
2010-08-18,b,110
2010-08-19,b,87
2010-08-20,b,163
2010-08-21,b,153
2010-08-22,b,469
2010-08-23,b,135
2010-08-24,b,183
2010-08-25,b,224
2010-08-26,b,208
2010-08-27,b,116
2010-08-28,b,183
2010-08-29,b,425
2010-08-30,b,181
2010-08-31,b,173
2010-09-01,b,160
2010-09-02,b,115
2010-09-03,b,244
2010-09-04,b,149
2010-09-05,b,440
2010-09-06,b,112
2010-09-07,b,132
2010-09-08,b,138
2010-09-09,b,62
2010-09-10,b,0
2010-09-11,b,0
2010-09-12,b,193
2010-09-13,b,111
2010-09-14,b,134
2010-09-15,b,175
2010-09-16,b,145
2010-09-17,b,148
2010-09-18,b,638
2010-09-19,b,448
2010-09-20,b,175
2010-09-21,b,235
2010-09-22,b,275
2010-09-23,b,347
2010-09-24,b,330
2010-09-25,b,261
2010-09-26,b,606
2010-09-27,b,227
2010-09-28,b,367
2010-09-29,b,319
2010-09-30,b,347
2010-10-01,b,266
2010-10-02,b,327
2010-10-03,b,385
2010-10-04,b,270
2010-10-05,b,279
2010-10-06,b,400
2010-10-07,b,279
2010-10-08,b,225
2010-10-09,b,329
2010-10-10,b,483
2010-10-11,b,255
2010-10-12,b,299
2010-10-13,b,351
2010-10-14,b,389
2010-10-15,b,205
2010-10-16,b,291
2010-10-17,b,417
2010-10-18,b,333
2010-10-19,b,340
2010-10-20,b,416
2010-10-21,b,356
2010-10-22,b,116
2010-10-23,b,276
2010-10-24,b,559
2010-10-25,b,180
2010-10-26,b,251
2010-10-27,b,374
2010-10-28,b,321
2010-10-29,b,335
2010-10-30,b,196
2010-10-31,b,384
2010-11-01,b,301
2010-11-02,b,227
2010-11-03,b,303
2010-11-04,b,182
2010-11-05,b,210
2010-11-06,b,176
2010-11-07,b,316
2010-11-08,b,227
2010-11-09,b,331
2010-11-10,b,425
2010-11-11,b,443
2010-11-12,b,186
2010-11-13,b,214
2010-11-14,b,516
2010-11-15,b,212
2010-11-16,b,188
2010-11-17,b,17
2010-11-18,b,141
2010-11-19,b,163
2010-11-20,b,251
2010-11-21,b,366
2010-11-22,b,108
2010-11-23,b,281
2010-11-24,b,315
2010-11-25,b,446
2010-11-26,b,232
2010-11-27,b,190
2010-11-28,b,419
2010-11-29,b,230
2010-11-30,b,274
2010-12-01,b,301
2010-12-02,b,342
2010-12-03,b,258
2010-12-04,b,251
2010-12-05,b,392
2010-12-06,b,149
2010-12-07,b,159
2010-12-08,b,232
2010-12-09,b,220
2010-12-10,b,186
2010-12-11,b,198
2010-12-12,b,592
2010-12-13,b,199
2010-12-14,b,371
2010-12-15,b,321
2010-12-16,b,428
2010-12-17,b,211
2010-12-18,b,282
2010-12-19,b,394
2010-12-20,b,205
2010-12-21,b,289
2010-12-22,b,328
2010-12-23,b,241
2010-12-24,b,111
2010-12-25,b,129
2010-12-26,b,331
2010-12-27,b,221
2010-12-28,b,210
2010-12-29,b,265
2010-12-30,b,255
2010-12-31,b,124
2011-01-01,b,184
2011-01-02,b,241
2011-01-03,b,142
2011-01-04,b,230
2011-01-05,b,364
2011-01-06,b,355
2011-01-07,b,230
2011-01-08,b,280
2011-01-09,b,445
2011-01-10,b,322
2011-01-11,b,453
2011-01-12,b,410
2011-01-13,b,374
2011-01-14,b,152
2011-01-15,b,212
2011-01-16,b,333
2011-01-17,b,331
2011-01-18,b,431
2011-01-19,b,467
2011-01-20,b,711
2011-01-21,b,326
2011-01-22,b,232
2011-01-23,b,341
2011-01-24,b,334
2011-01-25,b,448
2011-01-26,b,466
2011-01-27,b,496
2011-01-28,b,232
2011-01-29,b,278
2011-01-30,b,224
2011-01-31,b,206
2011-02-01,b,259
2011-02-02,b,172
2011-02-03,b,73
2011-02-04,b,132
2011-02-05,b,211
2011-02-06,b,164
2011-02-07,b,229
2011-02-08,b,275
2011-02-09,b,358
2011-02-10,b,423
2011-02-11,b,119
2011-02-12,b,488
2011-02-13,b,284
2011-02-14,b,231
2011-02-15,b,170
2011-02-16,b,439
2011-02-17,b,459
2011-02-18,b,246
2011-02-19,b,282
2011-02-20,b,425
2011-02-21,b,254
2011-02-22,b,318
2011-02-23,b,430
2011-02-24,b,566
2011-02-25,b,311
2011-02-26,b,381
2011-02-27,b,432
2011-02-28,b,258
2011-03-01,b,303
2011-03-02,b,284
2011-03-03,b,318
2011-03-04,b,139
2011-03-05,b,755
2011-03-06,b,371
2011-03-07,b,385
2011-03-08,b,375
2011-03-09,b,436
2011-03-10,b,451
2011-03-11,b,284
2011-03-12,b,409
2011-03-13,b,343
2011-03-14,b,161
2011-03-15,b,346
2011-03-16,b,428
2011-03-17,b,320
2011-03-18,b,216
2011-03-19,b,268
2011-03-20,b,552
2011-03-21,b,211
2011-03-22,b,259
2011-03-23,b,346
2011-03-24,b,326
2011-03-25,b,323
2011-03-26,b,364
2011-03-27,b,558
2011-03-28,b,187
2011-03-29,b,217
2011-03-30,b,350
2011-03-31,b,344
2011-04-01,b,271
2011-04-02,b,232
2011-04-03,b,427
2011-04-04,b,194
2011-04-05,b,332
2011-04-06,b,313
2011-04-07,b,385
2011-04-08,b,167
2011-04-09,b,348
2011-04-10,b,552
2011-04-11,b,244
2011-04-12,b,338
2011-04-13,b,414
2011-04-14,b,285
2011-04-15,b,219
2011-04-16,b,338
2011-04-17,b,399
2011-04-18,b,208
